Date;Region;Value
2016-06-30;Altai Republic;42238
2016-06-30;Altai Krai;39668
2016-06-30;Amur Oblast;52302
2016-06-30;Arkhangelsk Oblast;52180
2016-06-30;Astrakhan Oblast;38917
2016-06-30;Belgorod Oblast;46093
2016-06-30;Bryansk Oblast;35549
2016-06-30;Vladimir Oblast;40867
2016-06-30;Volgograd Oblast;41235
2016-06-30;Vologda Oblast;39598
2016-06-30;Voronezh Oblast;44545
2016-06-30;Jewish Autonomous Oblast;41398
2016-06-30;Zabaykalsky Krai;45913
2016-06-30;Ivanovo Oblast;40407
2016-06-30;Irkutsk Oblast;42601
2016-06-30;Kabardino-Balkarian Republic;36671
2016-06-30;Kaliningrad Oblast;48391
2016-06-30;Kaluga Oblast;53516
2016-06-30;Kamchatka Krai;61419
2016-06-30;Kemerovo Oblast;35889
2016-06-30;Kirov Oblast;41925
2016-06-30;Kostroma Oblast;40076
2016-06-30;Krasnodar Krai;53679
2016-06-30;Krasnoyarsk Krai;44299
2016-06-30;Kurgan Oblast;36606
2016-06-30;Kursk Oblast;36689
2016-06-30;Leningrad Oblast;64675
2016-06-30;Lipetsk Oblast;39525
2016-06-30;Magadan Oblast;54822
2016-06-30;Republic of Mordovia;43853
2016-06-30;Moscow;155378
2016-06-30;Moscow Oblast;77939
2016-06-30;Murmansk Oblast;42341
2016-06-30;Nenets Autonomous Okrug;83493
2016-06-30;Nizhny Novgorod Oblast;50828
2016-06-30;Novgorod Oblast;41252
2016-06-30;Novosibirsk Oblast;52118
2016-06-30;Omsk Oblast;41714
2016-06-30;Orenburg Oblast;37092
2016-06-30;Oryol Oblast;37259
2016-06-30;Penza Oblast;41054
2016-06-30;Perm Krai;44135
2016-06-30;Primorsky Krai;68434
2016-06-30;Pskov Oblast;39032
2016-06-30;Republic of Bashkortostan;46602
2016-06-30;Republic of Buryatia;45574
2016-06-30;Republic of Dagestan;36773
2016-06-30;Republic of Ingushetia;27321
2016-06-30;Republic of Kalmykia;34690
2016-06-30;Karachay-Cherkess Republic;40531
2016-06-30;Republic of Karelia;45760
2016-06-30;Komi Republic;54518
2016-06-30;Mari El Republic;41356
2016-06-30;Republic of Sakha (Yakutia);74819
2016-06-30;Republic of Tatarstan;49716
2016-06-30;Republic of Tuva;52982
2016-06-30;Republic of Khakassia;42018
2016-06-30;Rostov Oblast;49151
2016-06-30;Ryazan Oblast;43405
2016-06-30;Samara Oblast;46726
2016-06-30;City of Saint Petersburg;89739
