Дата;Регион;Значение
2022-02-01;Брянская область;64677
2022-02-01;Владимирская область;66667
2022-02-01;Волгоградская область;63474
2022-02-01;Вологодская область;67887
2022-02-01;Воронежская область;79228
2022-02-01;Еврейская автономная область;64003
2022-02-01;Забайкальский край;98784
2022-02-01;Ивановская область;67694
2022-02-01;Иркутская область;68627
2022-02-01;Кабардино-Балкарская Республика;62088
2022-02-01;Калининградская область;124681
2022-02-01;Калужская область;89231
2022-02-01;Камчатский край;121711
2022-02-01;Кемеровская область;62201
2022-02-01;Кировская область;59902
2022-02-01;Костромская область;74118
2022-02-01;Краснодарский край;121951
2022-02-01;Красноярский край;86109
2022-02-01;Курганская область;53261
2022-02-01;Курская область;80000
2022-02-01;Ленинградская область;140278
2022-02-01;Липецкая область;74528
2022-02-01;Магаданская область;94118
2022-02-01;Мордовия;59755
2022-02-01;Москва;285183
2022-02-01;Московская область;151042
2022-02-01;Мурманская область;77561
2022-02-01;Ненецкий АО;77977
2022-02-01;Нижегородская область;94203
2022-02-01;Новгородская область;66541
2022-02-01;Новосибирская область;99738
2022-02-01;Омская область;74272
2022-02-01;Оренбургская область;53608
2022-02-01;Орловская область;69000
2022-02-01;Пензенская область;75408
2022-02-01;Пермский край;65778
2022-02-01;Приморский край;124192
2022-02-01;Псковская область;65532
2022-02-01;Республика Башкортостан;67885
2022-02-01;Республика Бурятия;96377
2022-02-01;Республика Дагестан;71930
2022-02-01;Республика Ингушетия;38889
2022-02-01;Республика Калмыкия;65319
2022-02-01;Республика Карачаево-Черкессия;76768
2022-02-01;Республика Карелия;85869
2022-02-01;Республика Коми;65145
2022-02-01;Республика Марий Эл;58333
2022-02-01;Республика Саха (Якутия);109649
2022-02-01;Республика Северная Осетия-Алания;64583
2022-02-01;Республика Татарстан;99583
2022-02-01;Республика Тыва;114032
2022-02-01;Республика Хакасия;79514
2022-02-01;Ростовская область;80925
2022-02-01;Рязанская область;70953
2022-02-01;Самарская область;68120
2022-02-01;Санкт-Петербург;182857
2022-02-01;Саратовская область;64060
2022-02-01;Сахалинская область;152866
2022-02-01;Свердловская область;85714
2022-02-01;Смоленская область;55556
2022-02-01;Ставропольский край;84148
2022-02-01;Тамбовская область;71046
2022-02-01;Тверская область;80750
2022-02-01;Томская область;90909
2022-02-01;Тульская область;79756
2022-02-01;Тюменская область;96429
2022-02-01;Удмуртская Республика;62618
2022-02-01;Ульяновская область;54662
2022-02-01;Хабаровский край;92417
2022-02-01;Ханты-Мансийский АО - Югра;96664
2022-02-01;Челябинская область;54946
2022-02-01;Чеченская Республика;62693
2022-02-01;Чувашская Республика;71945
2022-02-01;Чукотский АО;148699
2022-02-01;Ямало-Ненецкий АО;100000
2022-02-01;Ярославская область;67479
2022-03-01;Россия;102151
2022-03-01;Адыгея;91935
2022-03-01;Алтай;110626
2022-03-01;Алтайский край;82143
2022-03-01;Амурская область;117886
2022-03-01;Архангельская область;93333
2022-03-01;Астраханская область;63889
2022-03-01;Белгородская область;92014
2022-03-01;Брянская область;66072
2022-03-01;Владимирская область;68041
2022-03-01;Волгоградская область;70968
2022-03-01;Вологодская область;69283
2022-03-01;Воронежская область;83554
2022-03-01;Еврейская автономная область;61047
2022-03-01;Забайкальский край;103774
2022-03-01;Ивановская область;69292
2022-03-01;Иркутская область;85412
2022-03-01;Кабардино-Балкарская Республика;65246
2022-03-01;Калининградская область;132000
2022-03-01;Калужская область;95506
2022-03-01;Камчатский край;122400
2022-03-01;Кемеровская область;67181
2022-03-01;Кировская область;71612
2022-03-01;Костромская область;74748
2022-03-01;Краснодарский край;116910
2022-03-01;Красноярский край;89385
2022-03-01;Курганская область;53538
2022-03-01;Курская область;81530
2022-03-01;Ленинградская область;154723
2022-03-01;Липецкая область;74495
2022-03-01;Магаданская область;95238
2022-03-01;Мордовия;63929
2022-03-01;Москва;333333
2022-03-01;Московская область;155000
2022-03-01;Мурманская область;79710
2022-03-01;Ненецкий АО;80855
2022-03-01;Нижегородская область;100892
2022-03-01;Новгородская область;69091
2022-03-01;Новосибирская область;105000
2022-03-01;Омская область;80357
2022-03-01;Оренбургская область;57778
2022-03-01;Орловская область;72327
2022-03-01;Пензенская область;77500
2022-03-01;Пермский край;69683
2022-03-01;Приморский край;126613
2022-03-01;Псковская область;71484
2022-03-01;Республика Башкортостан;79882
2022-03-01;Республика Бурятия;97159
2022-03-01;Республика Дагестан;66740
2022-03-01;Республика Ингушетия;45679
2022-03-01;Республика Калмыкия;70180
2022-03-01;Республика Карачаево-Черкессия;85271
2022-03-01;Республика Карелия;90035
2022-03-01;Республика Коми;68269
2022-03-01;Республика Марий Эл;62000
2022-03-01;Республика Саха (Якутия);117500
2022-03-01;Республика Северная Осетия-Алания;70465
2022-03-01;Республика Татарстан;121862
2022-03-01;Республика Тыва;117149
2022-03-01;Республика Хакасия;85233
2022-03-01;Ростовская область;87826
2022-03-01;Рязанская область;75641
2022-03-01;Самарская область;83500
2022-03-01;Санкт-Петербург;208658
2022-03-01;Саратовская область;65919
2022-03-01;Сахалинская область;155738
2022-03-01;Свердловская область;93750
2022-03-01;Смоленская область;59015
2022-03-01;Ставропольский край;85714
2022-03-01;Тамбовская область;76403
2022-03-01;Тверская область;85616
2022-03-01;Томская область;94444
2022-03-01;Тульская область;85311
2022-03-01;Тюменская область;101523
2022-03-01;Удмуртская Республика;68452
2022-03-01;Ульяновская область;63846
2022-03-01;Хабаровский край;95572
2022-03-01;Ханты-Мансийский АО - Югра;101887
2022-03-01;Челябинская область;60976
2022-03-01;Чеченская Республика;65000
2022-03-01;Чувашская Республика;70747
2022-03-01;Чукотский АО;132823
2022-03-01;Ямало-Ненецкий АО;120203
2022-03-01;Ярославская область;79481
2022-04-01;Россия;104854
2022-04-01;Адыгея;92387
2022-04-01;Алтай;108621
2022-04-01;Алтайский край;82203
2022-04-01;Амурская область;126590
2022-04-01;Архангельская область;85308
2022-04-01;Астраханская область;63967
2022-04-01;Белгородская область;92297
2022-04-01;Брянская область;74089
2022-04-01;Владимирская область;65897
2022-04-01;Волгоградская область;69307
2022-04-01;Вологодская область;68259
2022-04-01;Воронежская область;85000
2022-04-01;Еврейская автономная область;61033
2022-04-01;Забайкальский край;104915
2022-04-01;Ивановская область;68182
2022-04-01;Иркутская область;88324
2022-04-01;Кабардино-Балкарская Республика;64368
2022-04-01;Калининградская область;132489
2022-04-01;Калужская область;95522
2022-04-01;Камчатский край;117967
2022-04-01;Кемеровская область;64900
2022-04-01;Кировская область;72603
2022-04-01;Костромская область;74364
2022-04-01;Краснодарский край;121739
2022-04-01;Красноярский край;88292
2022-04-01;Курганская область;53448
2022-04-01;Курская область;81017
2022-04-01;Ленинградская область;153854
2022-04-01;Липецкая область;75000
2022-04-01;Магаданская область;96161
2022-04-01;Мордовия;64286
2022-04-01;Москва;312914
2022-04-01;Московская область;144154
2022-04-01;Мурманская область;78042
2022-04-01;Ненецкий АО;82053
2022-04-01;Нижегородская область;97860
2022-04-01;Новгородская область;71701
2022-04-01;Новосибирская область;108491
2022-04-01;Омская область;75572
2022-04-01;Оренбургская область;57116
2022-04-01;Орловская область;71823
2022-04-01;Пензенская область;78333
2022-04-01;Пермский край;66667
2022-04-01;Приморский край;120925
2022-04-01;Псковская область;74000
2022-04-01;Республика Башкортостан;87000
2022-04-01;Республика Бурятия;95440
2022-04-01;Республика Дагестан;68902
2022-04-01;Республика Ингушетия;46667
2022-04-01;Республика Калмыкия;66987
2022-04-01;Республика Карачаево-Черкессия;85302
2022-04-01;Республика Карелия;87600
2022-04-01;Республика Коми;66667
2022-04-01;Республика Марий Эл;65603
2022-04-01;Республика Саха (Якутия);113221
2022-04-01;Республика Северная Осетия-Алания;68605
2022-04-01;Республика Татарстан;111550
2022-04-01;Республика Тыва;119139
2022-04-01;Республика Хакасия;82218
2022-04-01;Ростовская область;89563
2022-04-01;Рязанская область;78226
2022-04-01;Самарская область;79610
2022-04-01;Санкт-Петербург;204294
2022-04-01;Саратовская область;66260
2022-04-01;Сахалинская область;151515
2022-04-01;Свердловская область;89286
2022-04-01;Смоленская область;58654
2022-04-01;Ставропольский край;90000
2022-04-01;Тамбовская область;77452
2022-04-01;Тверская область;84559
2022-04-01;Томская область;94737
2022-04-01;Тульская область;81860
2022-04-01;Тюменская область;101498
2022-04-01;Удмуртская Республика;62333
2022-04-01;Ульяновская область;60452
2022-04-01;Хабаровский край;83916
2022-04-01;Ханты-Мансийский АО - Югра;94302
2022-04-01;Челябинская область;60262
2022-04-01;Чеченская Республика;67257
2022-04-01;Чувашская Республика;71875
2022-04-01;Чукотский АО;151808
2022-04-01;Ямало-Ненецкий АО;119197
2022-04-01;Ярославская область;76261
2022-05-01;Россия;103533
2022-05-01;Адыгея;88580
2022-05-01;Алтай;109479
2022-05-01;Алтайский край;82075
2022-05-01;Амурская область;123944
2022-05-01;Архангельская область;86382
2022-05-01;Астраханская область;64681
2022-05-01;Белгородская область;89286
2022-05-01;Брянская область;66335
2022-05-01;Владимирская область;68816
2022-05-01;Волгоградская область;70055
2022-05-01;Вологодская область;69167
2022-05-01;Воронежская область;86029
2022-05-01;Еврейская автономная область;63200
2022-05-01;Забайкальский край;104948
2022-05-01;Ивановская область;66314
2022-05-01;Иркутская область;81618
2022-05-01;Кабардино-Балкарская Республика;62222
2022-05-01;Калининградская область;128331
2022-05-01;Калужская область;93537
2022-05-01;Камчатский край;117120
2022-05-01;Кемеровская область;71429
2022-05-01;Кировская область;68249
2022-05-01;Костромская область;73942
2022-05-01;Краснодарский край;122857
2022-05-01;Красноярский край;87979
2022-05-01;Курганская область;52778
2022-05-01;Курская область;82183
2022-05-01;Ленинградская область;153242
2022-05-01;Липецкая область;70263
2022-05-01;Магаданская область;93419
2022-05-01;Мордовия;60667
2022-05-01;Москва;299590
2022-05-01;Московская область;142384
2022-05-01;Мурманская область;73456
2022-05-01;Ненецкий АО;85595
2022-05-01;Нижегородская область;101140
2022-05-01;Новгородская область;70191
2022-05-01;Новосибирская область;111200
2022-05-01;Омская область;78640
2022-05-01;Оренбургская область;55927
2022-05-01;Орловская область;73077
2022-05-01;Пензенская область;78215
2022-05-01;Пермский край;68852
2022-05-01;Приморский край;126000
2022-05-01;Псковская область;69231
2022-05-01;Республика Башкортостан;87400
2022-05-01;Республика Бурятия;98090
2022-05-01;Республика Дагестан;74686
2022-05-01;Республика Ингушетия;46548
2022-05-01;Республика Калмыкия;66424
2022-05-01;Республика Карачаево-Черкессия;90247
2022-05-01;Республика Карелия;83281
2022-05-01;Республика Коми;61697
2022-05-01;Республика Марий Эл;63393
2022-05-01;Республика Саха (Якутия);118897
2022-05-01;Республика Северная Осетия-Алания;58000
2022-05-01;Республика Татарстан;114686
2022-05-01;Республика Тыва;112008
2022-05-01;Республика Хакасия;79464
2022-05-01;Ростовская область;85396
2022-05-01;Рязанская область;82000
2022-05-01;Самарская область;82215
2022-05-01;Санкт-Петербург;206884
2022-05-01;Саратовская область;65079
2022-05-01;Сахалинская область;150000
2022-05-01;Свердловская область;90625
2022-05-01;Смоленская область;57846
2022-05-01;Ставропольский край;89000
2022-05-01;Тамбовская область;77778
2022-05-01;Тверская область;85230
2022-05-01;Томская область;91997
2022-05-01;Тульская область;85469
2022-05-01;Тюменская область;101862
2022-05-01;Удмуртская Республика;68182
2022-05-01;Ульяновская область;64815
2022-05-01;Хабаровский край;92459
2022-05-01;Ханты-Мансийский АО - Югра;98000
2022-05-01;Челябинская область;57221
2022-05-01;Чеченская Республика;71233
2022-05-01;Чувашская Республика;74419
2022-05-01;Чукотский АО;150989
2022-05-01;Ямало-Ненецкий АО;118238
2022-05-01;Ярославская область;75294
2022-06-01;Россия;98485
2022-06-01;Адыгея;89286
2022-06-01;Алтай;111801
2022-06-01;Алтайский край;80556
2022-06-01;Амурская область;121345
2022-06-01;Архангельская область;84766
2022-06-01;Астраханская область;63907
2022-06-01;Белгородская область;86364
2022-06-01;Брянская область;68182
2022-06-01;Владимирская область;66504
2022-06-01;Волгоградская область;64639
2022-06-01;Вологодская область;69023
2022-06-01;Воронежская область;83636
2022-06-01;Еврейская автономная область;63492
2022-06-01;Забайкальский край;102445
2022-06-01;Ивановская область;69091
2022-06-01;Иркутская область;84766
2022-06-01;Кабардино-Балкарская Республика;62295
2022-06-01;Калининградская область;122919
2022-06-01;Калужская область;88000
2022-06-01;Камчатский край;121478
2022-06-01;Кемеровская область;60065
2022-06-01;Кировская область;81000
2022-06-01;Костромская область;72957
2022-06-01;Краснодарский край;118421
2022-06-01;Красноярский край;83624
2022-06-01;Курганская область;54688
2022-06-01;Курская область;78496
2022-06-01;Ленинградская область;150000
2022-06-01;Липецкая область;70353
2022-06-01;Магаданская область;97421
2022-06-01;Мордовия;62701
2022-06-01;Москва;262222
2022-06-01;Московская область;155664
2022-06-01;Мурманская область;78199
2022-06-01;Ненецкий АО;61920
2022-06-01;Нижегородская область;90615
2022-06-01;Новгородская область;64954
2022-06-01;Новосибирская область;108149
2022-06-01;Омская область;69380
2022-06-01;Оренбургская область;53002
2022-06-01;Орловская область;71968
2022-06-01;Пензенская область;77442
2022-06-01;Пермский край;66327
2022-06-01;Приморский край;117885
2022-06-01;Псковская область;68000
2022-06-01;Республика Башкортостан;65023
2022-06-01;Республика Бурятия;97206
2022-06-01;Республика Дагестан;80000
2022-06-01;Республика Ингушетия;46528
2022-06-01;Республика Калмыкия;65990
2022-06-01;Республика Карачаево-Черкессия;84444
2022-06-01;Республика Карелия;83654
2022-06-01;Республика Коми;61804
2022-06-01;Республика Марий Эл;61957
2022-06-01;Республика Саха (Якутия);118232
2022-06-01;Республика Северная Осетия-Алания;63000
2022-06-01;Республика Татарстан;99502
2022-06-01;Республика Тыва;113360
2022-06-01;Республика Хакасия;79327
2022-06-01;Ростовская область;87266
2022-06-01;Рязанская область;73333
2022-06-01;Самарская область;63939
2022-06-01;Санкт-Петербург;193516
2022-06-01;Саратовская область;64979
2022-06-01;Сахалинская область;146296
2022-06-01;Свердловская область;80906
2022-06-01;Смоленская область;58537
2022-06-01;Ставропольский край;87600
2022-06-01;Тамбовская область;75163
2022-06-01;Тверская область;88141
2022-06-01;Томская область;92941
2022-06-01;Тульская область;78554
2022-06-01;Тюменская область;96250
2022-06-01;Удмуртская Республика;58140
2022-06-01;Ульяновская область;55016
2022-06-01;Хабаровский край;81667
2022-06-01;Ханты-Мансийский АО - Югра;92493
2022-06-01;Челябинская область;54688
2022-06-01;Чеченская Республика;68225
2022-06-01;Чувашская Республика;74755
2022-06-01;Чукотский АО;154762
2022-06-01;Ямало-Ненецкий АО;103501
2022-06-01;Ярославская область;67358
2022-07-01;Россия;100000
2022-07-01;Адыгея;86241
2022-07-01;Алтай;110811
2022-07-01;Алтайский край;83710
2022-07-01;Амурская область;123377
2022-07-01;Архангельская область;85477
2022-07-01;Астраханская область;63699
2022-07-01;Белгородская область;84000
2022-07-01;Брянская область;63636
2022-07-01;Владимирская область;68558
2022-07-01;Волгоградская область;70423
2022-07-01;Вологодская область;69515
2022-07-01;Воронежская область;83748
2022-07-01;Еврейская автономная область;61381
2022-07-01;Забайкальский край;101586
2022-07-01;Ивановская область;65000
2022-07-01;Иркутская область;78589
2022-07-01;Кабардино-Балкарская Республика;62500
2022-07-01;Калининградская область;115789
2022-07-01;Калужская область;93882
2022-07-01;Камчатский край;118750
2022-07-01;Кемеровская область;67081
2022-07-01;Кировская область;74000
2022-07-01;Костромская область;73384
2022-07-01;Краснодарский край;131579
2022-07-01;Красноярский край;87500
2022-07-01;Курганская область;51587
2022-07-01;Курская область;77880
2022-07-01;Ленинградская область;142667
2022-07-01;Липецкая область;70860
2022-07-01;Магаданская область;98246
2022-07-01;Мордовия;62083
2022-07-01;Москва;301370
2022-07-01;Московская область;151007
2022-07-01;Мурманская область;70330
2022-07-01;Ненецкий АО;90909
2022-07-01;Нижегородская область;97126
2022-07-01;Новгородская область;66927
2022-07-01;Новосибирская область;114330
2022-07-01;Омская область;77706
2022-07-01;Оренбургская область;57031
2022-07-01;Орловская область;71203
2022-07-01;Пензенская область;75410
2022-07-01;Пермский край;68000
2022-07-01;Приморский край;117620
2022-07-01;Псковская область;67949
2022-07-01;Республика Башкортостан;69852
2022-07-01;Республика Бурятия;98022
2022-07-01;Республика Дагестан;80645
2022-07-01;Республика Ингушетия;43333
2022-07-01;Республика Калмыкия;65181
2022-07-01;Республика Карачаево-Черкессия;85965
2022-07-01;Республика Карелия;82162
2022-07-01;Республика Коми;67292
2022-07-01;Республика Марий Эл;60848
2022-07-01;Республика Саха (Якутия);122340
2022-07-01;Республика Северная Осетия-Алания;67857
2022-07-01;Республика Татарстан;108315
2022-07-01;Республика Тыва;116959
2022-07-01;Республика Хакасия;77297
2022-07-01;Ростовская область;88095
2022-07-01;Рязанская область;76596
2022-07-01;Самарская область;75922
2022-07-01;Санкт-Петербург;198992
2022-07-01;Саратовская область;65476
2022-07-01;Сахалинская область;146341
2022-07-01;Свердловская область;83584
2022-07-01;Смоленская область;58975
2022-07-01;Ставропольский край;86957
2022-07-01;Тамбовская область;76913
2022-07-01;Тверская область;77731
2022-07-01;Томская область;93819
2022-07-01;Тульская область;83333
2022-07-01;Тюменская область;100000
2022-07-01;Удмуртская Республика;67048
2022-07-01;Ульяновская область;66519
2022-07-01;Хабаровский край;88739
2022-07-01;Ханты-Мансийский АО - Югра;98375
2022-07-01;Челябинская область;56818
2022-07-01;Чеченская Республика;66892
2022-07-01;Чувашская Республика;72857
2022-07-01;Чукотский АО;65645
2022-07-01;Ямало-Ненецкий АО;107778
2022-07-01;Ярославская область;74128
2022-08-01;Россия;98950
2022-08-01;Адыгея;88166
2022-08-01;Алтай;108152
2022-08-01;Алтайский край;82090
2022-08-01;Амурская область;123945
2022-08-01;Архангельская область;84967
2022-08-01;Астраханская область;62840
2022-08-01;Белгородская область;85897
2022-08-01;Брянская область;65476
2022-08-01;Владимирская область;63647
2022-08-01;Волгоградская область;69774
2022-08-01;Вологодская область;71685
2022-08-01;Воронежская область;81996
2022-08-01;Еврейская автономная область;62792
2022-08-01;Забайкальский край;101479
2022-08-01;Ивановская область;66495
2022-08-01;Иркутская область;76712
2022-08-01;Кабардино-Балкарская Республика;61364
2022-08-01;Калининградская область;120044
2022-08-01;Калужская область;92270
2022-08-01;Камчатский край;125000
2022-08-01;Кемеровская область;66279
2022-08-01;Кировская область;77000
2022-08-01;Костромская область;75290
2022-08-01;Краснодарский край;127726
2022-08-01;Красноярский край;88542
2022-08-01;Курганская область;54080
2022-08-01;Курская область;77540
2022-08-01;Ленинградская область;150264
2022-08-01;Липецкая область;70213
2022-08-01;Магаданская область;98163
2022-08-01;Мордовия;63701
2022-08-01;Москва;294900
2022-08-01;Московская область;152037
2022-08-01;Мурманская область;76136
2022-08-01;Ненецкий АО;89710
2022-08-01;Нижегородская область;98039
2022-08-01;Новгородская область;67209
2022-08-01;Новосибирская область;107692
2022-08-01;Омская область;78893
2022-08-01;Оренбургская область;58000
2022-08-01;Орловская область;71889
2022-08-01;Пензенская область;76697
2022-08-01;Пермский край;69767
2022-08-01;Приморский край;130303
2022-08-01;Псковская область;70968
2022-08-01;Республика Башкортостан;72549
2022-08-01;Республика Бурятия;97015
2022-08-01;Республика Дагестан;78261
2022-08-01;Республика Ингушетия;45833
2022-08-01;Республика Калмыкия;64395
2022-08-01;Республика Карачаево-Черкессия;86285
2022-08-01;Республика Карелия;85075
2022-08-01;Республика Коми;68465
2022-08-01;Республика Марий Эл;63000
2022-08-01;Республика Саха (Якутия);123596
2022-08-01;Республика Северная Осетия-Алания;64523
2022-08-01;Республика Татарстан;104082
2022-08-01;Республика Тыва;115625
2022-08-01;Республика Хакасия;78571
2022-08-01;Ростовская область;86449
2022-08-01;Рязанская область;72665
2022-08-01;Самарская область;76491
2022-08-01;Санкт-Петербург;202252
2022-08-01;Саратовская область;64884
2022-08-01;Сахалинская область;146310
2022-08-01;Свердловская область;85954
2022-08-01;Смоленская область;58537
2022-08-01;Ставропольский край;85875
2022-08-01;Тамбовская область;76316
2022-08-01;Тверская область;83043
2022-08-01;Томская область;92282
2022-08-01;Тульская область;83584
2022-08-01;Тюменская область;103000
2022-08-01;Удмуртская Республика;68852
2022-08-01;Ульяновская область;64935
2022-08-01;Хабаровский край;86735
2022-08-01;Ханты-Мансийский АО - Югра;95473
2022-08-01;Челябинская область;56923
2022-08-01;Чеченская Республика;66667
2022-08-01;Чувашская Республика;74185
2022-08-01;Чукотский АО;110906
2022-08-01;Ямало-Ненецкий АО;113450
2022-08-01;Ярославская область;72670
2022-09-01;Россия;98551
2022-09-01;Адыгея;86207
2022-09-01;Алтай;106392
2022-09-01;Алтайский край;82016
2022-09-01;Амурская область;125322
2022-09-01;Архангельская область;87519
2022-09-01;Астраханская область;63636
2022-09-01;Белгородская область;87500
2022-09-01;Брянская область;67881
2022-09-01;Владимирская область;67288
2022-09-01;Волгоградская область;70732
2022-09-01;Вологодская область;70378
2022-09-01;Воронежская область;83861
2022-09-01;Еврейская автономная область;64078
2022-09-01;Забайкальский край;103659
2022-09-01;Ивановская область;67949
2022-09-01;Иркутская область;78090
2022-09-01;Кабардино-Балкарская Республика;65625
2022-09-01;Калининградская область;116216
2022-09-01;Калужская область;90909
2022-09-01;Камчатский край;124126
2022-09-01;Кемеровская область;74865
2022-09-01;Кировская область;68765
2022-09-01;Костромская область;75829
2022-09-01;Краснодарский край;124654
2022-09-01;Красноярский край;89835
2022-09-01;Курганская область;56000
2022-09-01;Курская область;77750
2022-09-01;Ленинградская область;146530
2022-09-01;Липецкая область;70015
2022-09-01;Магаданская область;105185
2022-09-01;Мордовия;62893
2022-09-01;Москва;288811
2022-09-01;Московская область;153179
2022-09-01;Мурманская область;73855
2022-09-01;Ненецкий АО;82508
2022-09-01;Нижегородская область;101695
2022-09-01;Новгородская область;68785
2022-09-01;Новосибирская область;110000
2022-09-01;Омская область;78853
2022-09-01;Оренбургская область;58574
2022-09-01;Орловская область;72954
2022-09-01;Пензенская область;76846
2022-09-01;Пермский край;69905
2022-09-01;Приморский край;133250
2022-09-01;Псковская область;68619
2022-09-01;Республика Башкортостан;72000
2022-09-01;Республика Бурятия;100000
2022-09-01;Республика Дагестан;82628
2022-09-01;Республика Ингушетия;43802
2022-09-01;Республика Калмыкия;64583
2022-09-01;Республика Карачаево-Черкессия;86765
2022-09-01;Республика Карелия;85135
2022-09-01;Республика Коми;63176
2022-09-01;Республика Марий Эл;61538
2022-09-01;Республика Саха (Якутия);124606
2022-09-01;Республика Северная Осетия-Алания;66667
2022-09-01;Республика Татарстан;105172
2022-09-01;Республика Тыва;116196
2022-09-01;Республика Хакасия;79588
2022-09-01;Ростовская область;86842
2022-09-01;Рязанская область;77600
2022-09-01;Самарская область;78243
2022-09-01;Санкт-Петербург;200000
2022-09-01;Саратовская область;64516
2022-09-01;Сахалинская область;145110
2022-09-01;Свердловская область;88387
2022-09-01;Смоленская область;59609
2022-09-01;Ставропольский край;87171
2022-09-01;Тамбовская область;76667
2022-09-01;Тверская область;78988
2022-09-01;Томская область;93478
2022-09-01;Тульская область;80750
2022-09-01;Тюменская область;102286
2022-09-01;Удмуртская Республика;79241
2022-09-01;Ульяновская область;67143
2022-09-01;Хабаровский край;92798
2022-09-01;Ханты-Мансийский АО - Югра;98000
2022-09-01;Челябинская область;57869
2022-09-01;Чеченская Республика;69091
2022-09-01;Чувашская Республика;72667
2022-09-01;Чукотский АО;107239
2022-09-01;Ямало-Ненецкий АО;107843
2022-09-01;Ярославская область;74164
2022-10-01;Россия;98077
2022-10-01;Адыгея;84263
2022-10-01;Алтай;111220
2022-10-01;Алтайский край;83333
2022-10-01;Амурская область;130000
2022-10-01;Архангельская область;87272
2022-10-01;Астраханская область;63174
2022-10-01;Белгородская область;84724
2022-10-01;Брянская область;68927
2022-10-01;Владимирская область;70000
2022-10-01;Волгоградская область;70788
2022-10-01;Вологодская область;70093
2022-10-01;Воронежская область;84249
2022-10-01;Еврейская автономная область;65517
2022-10-01;Забайкальский край;102439
2022-10-01;Ивановская область;68000
2022-10-01;Иркутская область;75058
2022-10-01;Кабардино-Балкарская Республика;64063
2022-10-01;Калининградская область;111057
2022-10-01;Калужская область;91667
2022-10-01;Камчатский край;122318
2022-10-01;Кемеровская область;74832
2022-10-01;Кировская область;72097
2022-10-01;Костромская область;74830
2022-10-01;Краснодарский край;131000
2022-10-01;Красноярский край;90347
2022-10-01;Курганская область;55505
2022-10-01;Курская область;75645
2022-10-01;Ленинградская область;142774
2022-10-01;Липецкая область;71667
2022-10-01;Магаданская область;105000
2022-10-01;Мордовия;63636
2022-10-01;Москва;281579
2022-10-01;Московская область;153750
2022-10-01;Мурманская область;76605
2022-10-01;Ненецкий АО;74357
2022-10-01;Нижегородская область;100000
2022-10-01;Новгородская область;67442
2022-10-01;Новосибирская область;105455
2022-10-01;Омская область;80195
2022-10-01;Оренбургская область;57673
2022-10-01;Орловская область;71820
2022-10-01;Пензенская область;78000
2022-10-01;Пермский край;68736
2022-10-01;Приморский край;119824
2022-10-01;Псковская область;69444
2022-10-01;Республика Башкортостан;72982
2022-10-01;Республика Бурятия;98863
2022-10-01;Республика Дагестан;83044
2022-10-01;Республика Ингушетия;42857
2022-10-01;Республика Калмыкия;63060
2022-10-01;Республика Карачаево-Черкессия;86580
2022-10-01;Республика Карелия;84421
2022-10-01;Республика Коми;70093
2022-10-01;Республика Марий Эл;62500
2022-10-01;Республика Саха (Якутия);121900
2022-10-01;Республика Северная Осетия-Алания;68085
2022-10-01;Республика Татарстан;112832
2022-10-01;Республика Тыва;118300
2022-10-01;Республика Хакасия;81668
2022-10-01;Ростовская область;88870
2022-10-01;Рязанская область;77188
2022-10-01;Самарская область;80925
2022-10-01;Санкт-Петербург;197716
2022-10-01;Саратовская область;66355
2022-10-01;Сахалинская область;150000
2022-10-01;Свердловская область;90147
2022-10-01;Смоленская область;59569
2022-10-01;Ставропольский край;88158
2022-10-01;Тамбовская область;72522
2022-10-01;Тверская область;80902
2022-10-01;Томская область;94444
2022-10-01;Тульская область;84347
2022-10-01;Тюменская область;103916
2022-10-01;Удмуртская Республика;76241
2022-10-01;Ульяновская область;66667
2022-10-01;Хабаровский край;92905
2022-10-01;Ханты-Мансийский АО - Югра;100783
2022-10-01;Челябинская область;57487
2022-10-01;Чеченская Республика;64118
2022-10-01;Чувашская Республика;74783
2022-10-01;Чукотский АО;147059
2022-10-01;Ямало-Ненецкий АО;131411
2022-10-01;Ярославская область;75127
2022-11-01;Россия;100000
2022-11-01;Адыгея;80696
2022-11-01;Алтай;108389
2022-11-01;Алтайский край;82090
2022-11-01;Амурская область;131051
2022-11-01;Архангельская область;89286
2022-11-01;Астраханская область;65320
2022-11-01;Белгородская область;85327
2022-11-01;Брянская область;67568
2022-11-01;Владимирская область;69217
2022-11-01;Волгоградская область;71536
2022-11-01;Вологодская область;71095
2022-11-01;Воронежская область;84985
2022-11-01;Еврейская автономная область;66242
2022-11-01;Забайкальский край;104761
2022-11-01;Ивановская область;69158
2022-11-01;Иркутская область;77474
2022-11-01;Кабардино-Балкарская Республика;64483
2022-11-01;Калининградская область;108309
2022-11-01;Калужская область;91860
2022-11-01;Камчатский край;122581
2022-11-01;Кемеровская область;77946
2022-11-01;Кировская область;72286
2022-11-01;Костромская область;74050
2022-11-01;Краснодарский край;124452
2022-11-01;Красноярский край;92381
2022-11-01;Курганская область;56168
2022-11-01;Курская область;74265
2022-11-01;Ленинградская область;140243
2022-11-01;Липецкая область;70833
2022-11-01;Магаданская область;104396
2022-11-01;Мордовия;66908
2022-11-01;Москва;270576
2022-11-01;Московская область;160833
2022-11-01;Мурманская область;76319
2022-11-01;Ненецкий АО;80855
2022-11-01;Нижегородская область;100811
2022-11-01;Новгородская область;68365
2022-11-01;Новосибирская область;105000
